targetId,diseaseId,novelty,datatypeId,datasourceId,therapeuticAreaName,diseaseName,targetBiotype,targetSymbol
ENSG00000125571,EFO_0000401,0.597,literature,europepmc,urinary system disease,diabetic nephropathy,protein_coding,IL37
ENSG00000186635,EFO_0000401,0.54,literature,europepmc,urinary system disease,diabetic nephropathy,protein_coding,ARAP1
ENSG00000173511,EFO_0000401,0.447,literature,europepmc,urinary system disease,diabetic nephropathy,protein_coding,VEGFB
ENSG00000169752,EFO_0000401,0.441,literature,europepmc,urinary system disease,diabetic nephropathy,protein_coding,NRG4
ENSG00000167701,EFO_0000401,0.416,literature,europepmc,urinary system disease,diabetic nephropathy,protein_coding,GPT
ENSG00000163106,EFO_0000403,0.54,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,HPGDS
ENSG00000171310,EFO_0000403,0.597,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,CHST11
ENSG00000125952,EFO_0000403,0.597,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,MAX
ENSG00000026508,EFO_0000403,0.471,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,CD44
ENSG00000183134,EFO_0000403,0.597,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,PTGDR2
ENSG00000139350,EFO_0000403,0.597,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,NEDD1
ENSG00000117519,EFO_0000403,0.597,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,CNN3
ENSG00000162607,EFO_0000403,0.597,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,USP1
ENSG00000164944,EFO_0000403,0.575,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,VIRMA
ENSG00000146674,EFO_0000403,0.543,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,IGFBP3
ENSG00000105538,EFO_0000403,0.597,literature,europepmc,cancer or benign tumor,diffuse large B-cell lymphoma,protein_coding,RASIP1
ENSG00000213639,EFO_0000407,0.597,literature,europepmc,cardiovascular disease,dilated cardiomyopathy,protein_coding,PPP1CB
ENSG00000163217,EFO_0000407,0.49,literature,europepmc,cardiovascular disease,dilated cardiomyopathy,protein_coding,BMP10
ENSG00000164379,EFO_0000432,0.508,literature,europepmc,cancer or benign tumor,breast ductal carcinoma in situ,protein_coding,FOXQ1
ENSG00000115718,EFO_0000464,0.746,genetic_association,gene_burden,respiratory or thoracic disease,emphysema,protein_coding,PROC
ENSG00000142319,EFO_0000474,0.597,known_drug,chembl,nervous system disease,epilepsy,protein_coding,SLC6A3
ENSG00000103546,EFO_0000474,0.597,known_drug,chembl,nervous system disease,epilepsy,protein_coding,SLC6A2
ENSG00000107882,EFO_0000495,0.531,literature,europepmc,pregnancy or perinatal disease,fetal growth restriction,protein_coding,SUFU
ENSG00000140396,EFO_0000495,0.549,literature,europepmc,pregnancy or perinatal disease,fetal growth restriction,protein_coding,NCOA2
ENSG00000118503,EFO_0000495,0.597,literature,europepmc,pregnancy or perinatal disease,fetal growth restriction,protein_coding,TNFAIP3
ENSG00000161653,EFO_0000503,0.597,literature,europepmc,cancer or benign tumor,gastric adenocarcinoma,protein_coding,NAGS
ENSG00000170891,EFO_0000503,0.575,literature,europepmc,cancer or benign tumor,gastric adenocarcinoma,protein_coding,CYTL1
ENSG00000004864,EFO_0000503,0.46,literature,europepmc,cancer or benign tumor,gastric adenocarcinoma,protein_coding,SLC25A13
ENSG00000168461,EFO_0000503,0.575,literature,europepmc,cancer or benign tumor,gastric adenocarcinoma,protein_coding,RAB31
ENSG00000125810,EFO_0000503,0.571,literature,europepmc,cancer or benign tumor,gastric adenocarcinoma,protein_coding,CD93
ENSG00000145781,EFO_0000503,0.597,literature,europepmc,cancer or benign tumor,gastric adenocarcinoma,protein_coding,COMMD10
ENSG00000166451,EFO_0000503,0.597,literature,europepmc,cancer or benign tumor,gastric adenocarcinoma,protein_coding,CENPN
ENSG00000198890,EFO_0000519,0.572,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,PRMT6
ENSG00000134470,EFO_0000519,0.435,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,IL15RA
ENSG00000138592,EFO_0000519,0.586,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,USP8
ENSG00000136267,EFO_0000519,0.597,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,DGKB
ENSG00000135763,EFO_0000519,0.424,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,URB2
ENSG00000161653,EFO_0000519,0.569,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,NAGS
ENSG00000140807,EFO_0000519,0.505,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,NKD1
ENSG00000185000,EFO_0000519,0.54,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,DGAT1
ENSG00000115109,EFO_0000519,0.479,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,EPB41L5
ENSG00000115884,EFO_0000519,0.486,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,SDC1
ENSG00000106100,EFO_0000519,0.569,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,NOD1
ENSG00000147454,EFO_0000519,0.454,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,SLC25A37
ENSG00000078098,EFO_0000519,0.573,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,FAP
ENSG00000178951,EFO_0000519,0.624,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,ZBTB7A
ENSG00000103194,EFO_0000519,0.414,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,USP10
ENSG00000100311,EFO_0000519,0.443,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,PDGFB
ENSG00000155660,EFO_0000519,0.463,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,PDIA4
ENSG00000139263,EFO_0000519,0.442,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,LRIG3
ENSG00000004864,EFO_0000519,0.462,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,SLC25A13
ENSG00000118508,EFO_0000519,0.597,literature,europepmc,cancer or benign tumor,glioblastoma multiforme,protein_coding,RAB32
ENSG00000165841,EFO_0000537,0.401,literature,europepmc,cardiovascular disease,hypertension,protein_coding,CYP2C19
ENSG00000234741,EFO_0000537,0.401,literature,europepmc,cardiovascular disease,hypertension,lncRNA,GAS5
ENSG00000245532,EFO_0000537,0.565,literature,europepmc,cardiovascular disease,hypertension,lncRNA,NEAT1
ENSG00000106538,EFO_0000537,0.445,literature,europepmc,cardiovascular disease,hypertension,protein_coding,RARRES2
ENSG00000139329,EFO_0000538,0.533,literature,europepmc,cardiovascular disease,hypertrophic cardiomyopathy,protein_coding,LUM
ENSG00000275546,EFO_0000558,0.471,literature,europepmc,cancer or benign tumor,Kaposi's sarcoma,protein_coding,KIR2DL2
ENSG00000078403,EFO_0000565,0.409,literature,europepmc,cancer or benign tumor,leukemia,protein_coding,MLLT10
ENSG00000150630,EFO_0000571,0.511,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,VEGFC
ENSG00000123388,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,HOXC11
ENSG00000229847,EFO_0000571,0.504,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,lncRNA,EMX2OS
ENSG00000077943,EFO_0000571,0.552,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,ITGA8
ENSG00000107831,EFO_0000571,0.46,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,FGF8
ENSG00000168143,EFO_0000571,0.564,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,FAM83B
ENSG00000167525,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,PROCA1
ENSG00000127329,EFO_0000571,0.514,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,PTPRB
ENSG00000204054,EFO_0000571,0.575,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,lncRNA,LINC00963
ENSG00000103037,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,SETD6
ENSG00000262814,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,MRPL12
ENSG00000161653,EFO_0000571,0.531,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,NAGS
ENSG00000158125,EFO_0000571,0.483,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,XDH
ENSG00000121966,EFO_0000571,0.479,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,CXCR4
ENSG00000091317,EFO_0000571,0.427,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,CMTM6
ENSG00000157214,EFO_0000571,0.548,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,STEAP2
ENSG00000157483,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,MYO1E
ENSG00000110492,EFO_0000571,0.407,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,MDK
ENSG00000162062,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,TEDC2
ENSG00000196159,EFO_0000571,0.575,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,FAT4
ENSG00000163568,EFO_0000571,0.504,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,AIM2
ENSG00000146243,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,IRAK1BP1
ENSG00000068831,EFO_0000571,0.552,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,RASGRP2
ENSG00000004864,EFO_0000571,0.508,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,SLC25A13
ENSG00000101670,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,LIPG
ENSG00000177889,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,UBE2N
ENSG00000168275,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,COA6
ENSG00000197496,EFO_0000571,0.521,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,SLC2A10
ENSG00000136169,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,SETDB2
ENSG00000138738,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,PRDM5
ENSG00000164182,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,NDUFAF2
ENSG00000181085,EFO_0000571,0.575,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,MAPK15
ENSG00000139687,EFO_0000571,0.598,somatic_mutation,eva_somatic,cancer or benign tumor,lung adenocarcinoma,protein_coding,RB1
ENSG00000167984,EFO_0000571,0.549,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,NLRC3
ENSG00000165168,EFO_0000571,0.494,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,CYBB
ENSG00000070193,EFO_0000571,0.597,somatic_mutation,eva_somatic,cancer or benign tumor,lung adenocarcinoma,protein_coding,FGF10
ENSG00000010292,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,NCAPD2
ENSG00000166068,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,SPRED1
ENSG00000138092,EFO_0000571,0.575,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,CENPO
ENSG00000152642,EFO_0000571,0.405,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,GPD1L
ENSG00000100105,EFO_0000571,0.418,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,PATZ1
ENSG00000242372,EFO_0000571,0.538,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,EIF6
ENSG00000116478,EFO_0000571,0.599,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,HDAC1
ENSG00000196668,EFO_0000571,0.597,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,lncRNA,LINC00173
ENSG00000167613,EFO_0000571,0.549,literature,europepmc,cancer or benign tumor,lung adenocarcinoma,protein_coding,LAIR1
ENSG00000134057,EFO_0000588,0.406,literature,europepmc,cancer or benign tumor,mesothelioma,protein_coding,CCNB1
ENSG00000164932,EFO_0000612,0.545,literature,europepmc,cardiovascular disease,myocardial infarction,protein_coding,CTHRC1
ENSG00000213886,EFO_0000612,0.487,literature,europepmc,cardiovascular disease,myocardial infarction,protein_coding,UBD
ENSG00000123124,EFO_0000612,0.575,literature,europepmc,cardiovascular disease,myocardial infarction,protein_coding,WWP1
ENSG00000206538,EFO_0000612,0.424,literature,europepmc,cardiovascular disease,myocardial infarction,protein_coding,VGLL3
ENSG00000119138,EFO_0000612,0.539,literature,europepmc,cardiovascular disease,myocardial infarction,protein_coding,KLF9
ENSG00000136279,EFO_0000612,0.568,literature,europepmc,cardiovascular disease,myocardial infarction,protein_coding,DBNL
ENSG00000151694,EFO_0000612,0.424,literature,europepmc,cardiovascular disease,myocardial infarction,protein_coding,ADAM17
ENSG00000197530,EFO_0000616,0.574,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,MIB2
ENSG00000173442,EFO_0000616,0.597,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,EHBP1L1
ENSG00000169221,EFO_0000616,0.525,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,TBC1D10B
ENSG00000266265,EFO_0000616,0.481,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,KLF14
ENSG00000161653,EFO_0000616,0.487,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,NAGS
ENSG00000082014,EFO_0000616,0.561,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,SMARCD3
ENSG00000179796,EFO_0000616,0.479,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,LRRC3B
ENSG00000197024,EFO_0000616,0.502,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,ZNF398
ENSG00000000457,EFO_0000616,0.591,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,SCYL3
ENSG00000128965,EFO_0000616,0.459,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,CHAC1
ENSG00000100029,EFO_0000616,0.485,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,PES1
ENSG00000138756,EFO_0000616,0.45,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,BMP2K
ENSG00000128284,EFO_0000616,0.597,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,APOL3
ENSG00000117569,EFO_0000616,0.422,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,PTBP2
ENSG00000170162,EFO_0000616,0.548,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,VGLL2
ENSG00000178752,EFO_0000616,0.588,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,ERFE
ENSG00000176532,EFO_0000616,0.417,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,PRR15
ENSG00000169627,EFO_0000616,0.588,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,BOLA2B
ENSG00000146066,EFO_0000616,0.474,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,HIGD2A
ENSG00000048471,EFO_0000616,0.431,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,SNX29
ENSG00000170915,EFO_0000616,0.582,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,PAQR8
ENSG00000147454,EFO_0000616,0.414,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,SLC25A37
ENSG00000197496,EFO_0000616,0.467,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,SLC2A10
ENSG00000188706,EFO_0000616,0.402,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,ZDHHC9
ENSG00000138326,EFO_0000616,0.475,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,RPS24
ENSG00000067533,EFO_0000616,0.413,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,RRP15
ENSG00000185880,EFO_0000616,0.418,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,TRIM69
ENSG00000126391,EFO_0000616,0.597,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,FRMD8
ENSG00000105552,EFO_0000616,0.502,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,BCAT2
ENSG00000155876,EFO_0000616,0.563,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,RRAGA
ENSG00000152910,EFO_0000616,0.419,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,CNTNAP4
ENSG00000134287,EFO_0000616,0.597,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,ARF3
ENSG00000138095,EFO_0000616,0.403,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,LRPPRC
ENSG00000164088,EFO_0000616,0.597,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,PPM1M
ENSG00000137200,EFO_0000616,0.499,literature,europepmc,cancer or benign tumor,neoplasm,protein_coding,CMTR1
