drugId,drug,firstApprovalYear
CHEMBL1697843,METILDIGOXIN,None
CHEMBL2109038,IMCIROMAB PENTETATE,1996
CHEMBL291157,ROSOXACIN,None
CHEMBL43064,CINNARIZINE,None
CHEMBL1740513,ISAXONINE,None
CHEMBL2109624,CAPLACIZUMAB,2018
CHEMBL1889140,ROPIVACAINE HYDROCHLORIDE,1996
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,1990
CHEMBL2105970,AMMONIUM BENZOATE,None
CHEMBL1237061,PITAVASTATIN CALCIUM,2009
CHEMBL296306,LACTULOSE,1976
CHEMBL312448,XYLOMETAZOLINE,None
CHEMBL696,ETHOSUXIMIDE,1960
CHEMBL157101,KETOCONAZOLE,1981
CHEMBL1412,PIPERAZINE,None
CHEMBL2356023,DIHYDROTACHYSTEROL,None
CHEMBL686,MEFENAMIC ACID,1967
CHEMBL1371770,PIRIBEDIL,None
CHEMBL2103772,RACECADOTRIL,None
CHEMBL2105762,OMARIGLIPTIN,2015
CHEMBL2108594,EPTOTERMIN ALFA,2001
CHEMBL2105709,QUIZARTINIB DIHYDROCHLORIDE,2023
CHEMBL2103844,PIXANTRONE DIMALEATE,2012
CHEMBL2108611,INOTUZUMAB OZOGAMICIN,2017
CHEMBL329522,EXIFONE,None
CHEMBL1068,OXCARBAZEPINE,2000
CHEMBL86304,MOCLOBEMIDE,1990
CHEMBL1651990,FENTICONAZOLE,None
CHEMBL2108253,ARCITUMOMAB,1996
CHEMBL175691,RILPIVIRINE,2011
CHEMBL2095222,OCRIPLASMIN,2010
CHEMBL2107886,REVIPARIN SODIUM,None
CHEMBL64894,GENTIAN VIOLET,1982
CHEMBL502109,BENZALKONIUM CHLORIDE,None
CHEMBL2108738,NIVOLUMAB,2015
CHEMBL2108806,BEMIPARIN SODIUM,None
CHEMBL2106318,IOTHALAMATE SODIUM I 125,None
CHEMBL296419,ASTEMIZOLE,1988
CHEMBL2374220,LEDIPASVIR,2014
CHEMBL1200377,AMPHETAMINE ASPARTATE,1996
CHEMBL92870,LIDOFLAZINE,None
CHEMBL931,HALOTHANE,1958
CHEMBL1389,LEVONORGESTREL,1982
CHEMBL1201027,GLYCOPYRROLATE,1961
CHEMBL3301610,ABEMACICLIB,2017
CHEMBL972,SELEGILINE,1989
CHEMBL285674,ESTAZOLAM,1990
CHEMBL2107994,SILVER PROTEIN, MILD,None
CHEMBL2108311,ASFOTASE ALFA,2015
CHEMBL2368861,BUPRENORPHINE HYDROCHLORIDE,1981
CHEMBL14376,ILOPERIDONE,2009
CHEMBL703,SUXAMETHONIUM,1952
CHEMBL1096562,METHYL AMINOLEVULINATE,2004
CHEMBL2368924,DOLASETRON MESYLATE,1997
CHEMBL2368925,DOLASETRON,1997
CHEMBL231068,FLIBANSERIN,2015
CHEMBL46469,ANTHRALIN,None
CHEMBL1770248,ERTUGLIFLOZIN,2017
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,2016
CHEMBL2103800,COLESTILAN CHLORIDE,2013
CHEMBL1477036,DOCUSATE,None
CHEMBL1201495,SUTILAINS,1969
CHEMBL222863,OUABAIN,None
CHEMBL2106627,DIACETYLMORPHINE HYDROCHLORIDE,None
CHEMBL2147777,TENELIGLIPTIN,2012
CHEMBL2367706,SUCRALFATE,1981
CHEMBL499915,CARBENOXOLONE,None
CHEMBL1201752,IXABEPILONE,2007
CHEMBL418995,AMINEPTINE,None
CHEMBL2359966,QUININE SULFATE,2005
CHEMBL222813,ZANAMIVIR,1999
CHEMBL269732,TACROLIMUS ANHYDROUS,1994
CHEMBL1601669,ALFACALCIDOL,None
CHEMBL1255800,FIDAXOMICIN,2011
CHEMBL222645,FLOXACILLIN,None
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,1982
CHEMBL196,ASCORBIC ACID,1985
CHEMBL1201718,HYALURONIDASE (HUMAN RECOMBINANT),2005
CHEMBL1200714,CHLORMEZANONE,1960
CHEMBL12713,SERTINDOLE,1996
CHEMBL111,RIMONABANT,2006
CHEMBL130,CHLORAMPHENICOL,1950
CHEMBL19490,ZOMEPIRAC,1980
CHEMBL1419,SIBUTRAMINE,1997
CHEMBL1201451,ALBUMIN HUMAN,1997
CHEMBL1516474,TEGASEROD MALEATE,2002
CHEMBL3608680,FEZOLINETANT,2023
CHEMBL1201477,POLYESTRADIOL PHOSPHATE,1957
CHEMBL3590187,CLASCOTERONE,2020
CHEMBL3786343,OLMUTINIB,2016
CHEMBL4802130,BELUMOSUDIL MESYLATE,2021
CHEMBL4802135,NIRMATRELVIR,2023
CHEMBL4802223,LEUPROLIDE MESYLATE,2021
CHEMBL4802224,FERRIC OXYHYDROXIDE,1982
CHEMBL4802249,LENACAPAVIR SODIUM,2022
CHEMBL4802262,ATIDARSAGENE AUTOTEMCEL,2020
CHEMBL4802263,CILTACABTAGENE AUTOLEUCEL,2022
CHEMBL1120,BISMUTH SUBSALICYLATE,1996
CHEMBL94081,ALCLOFENAC,None
CHEMBL1095,ETHOTOIN,1957
CHEMBL1134,DECAMETHONIUM BROMIDE,1982
CHEMBL1141,POTASSIUM IODIDE,1979
CHEMBL108545,METHYL SALICYLATE,2008
CHEMBL113178,SELENOMETHIONINE,1973
CHEMBL1128,EDROPHONIUM CHLORIDE,1951
CHEMBL98123,PAPAVERINE HYDROCHLORIDE,None
CHEMBL93645,ACECLOFENAC,None
CHEMBL110691,CHLORMADINONE ACETATE,None
CHEMBL1139,EPOPROSTENOL,1995
CHEMBL1087,MEPIVACAINE,1960
CHEMBL1449,TICARCILLIN,1976
CHEMBL232201,BENZIODARONE,None
CHEMBL1450,ATOVAQUONE,1992
CHEMBL1466,DICUMAROL,1944
CHEMBL233406,SODIUM SULFATE ANHYDROUS,1984
CHEMBL231813,TELAPREVIR,2011
CHEMBL225071,RALTITREXED,1996
CHEMBL225072,PEMETREXED,2004
CHEMBL231884,DIOSMIN,None
CHEMBL1463,FLUCYTOSINE,1971
CHEMBL1469,PHENYLBUTANOIC ACID,1996
CHEMBL350221,OXITRIPTAN,None
CHEMBL891,CLOXACILLIN,1974
CHEMBL1301,HYDROXYSTILBAMIDINE,1953
CHEMBL1368,SODIUM PHOSPHATE, MONOBASIC,1983
CHEMBL363392,MARALIXIBAT,2021
CHEMBL354077,AMIFAMPRIDINE,2009
CHEMBL346977,FONAZINE,None
CHEMBL1670,MITOTANE,1970
CHEMBL464982,GAMOLENIC ACID,None
CHEMBL1597,DIMERCAPROL,1946
CHEMBL462394,METRIZAMIDE,1978
CHEMBL1663,PERFLUTREN,2001
CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,1955
CHEMBL589586,MONOMETHYL FUMARATE,2020
CHEMBL1771,CLOPIDOGREL,1997
CHEMBL1766,DESOXIMETASONE,1977
CHEMBL590540,CYSTINE,None
CHEMBL1528134,BENZYDAMINE HYDROCHLORIDE,None
CHEMBL1530428,DEXAMETHASONE ACETATE,1973
CHEMBL1449676,ORNIDAZOLE,None
CHEMBL1525826,SULFALENE,None
CHEMBL1528839,PHENFORMIN HYDROCHLORIDE,None
CHEMBL1492500,DOTHIEPIN,None
CHEMBL515387,GOSOGLIPTIN,2016
CHEMBL1200736,MAGNESIUM CARBONATE,1990
CHEMBL1201287,DEXBROMPHENIRAMINE,1963
CHEMBL1200970,ETHOPROPAZINE HYDROCHLORIDE,1982
CHEMBL1200660,ISOSORBIDE,1974
CHEMBL1200805,DILTIAZEM MALATE,1996
CHEMBL1201481,PORFIMER SODIUM,1995
CHEMBL1198857,VILANTEROL,2013
CHEMBL1201198,PEMIROLAST,1999
CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,1996
CHEMBL1201656,INSULIN SUSP ISOPHANE PURIFIED PORK,1979
CHEMBL1201413,TECHNETIUM TC 99M DEPREOTIDE,1999
CHEMBL1492,DIPHENYLPYRALINE,1982
CHEMBL1201005,CEFONICID SODIUM,1984
CHEMBL1201608,MUROMONAB-CD3,1986
CHEMBL1514715,ETHAMSYLATE,None
CHEMBL1512677,AMYLMETACRESOL,None
CHEMBL1614637,PHENETHICILLIN,None
CHEMBL1614701,SELUMETINIB,2020
CHEMBL2220427,ERYTHROMYCIN PROPIONATE,1967
CHEMBL2218861,QUINAGOLIDE,2004
CHEMBL2308885,CLOBETASONE BUTYRATE,None
CHEMBL2205807,ABAMETAPIR,2020
CHEMBL2325741,CAPIVASERTIB,2023
CHEMBL2134724,IPRATROPIUM BROMIDE,1986
CHEMBL2221249,COLISTIN,None
CHEMBL2221250,CAPREOMYCIN,1971
CHEMBL314437,MEPTAZINOL,None
CHEMBL1257,ENFLURANE,1972
CHEMBL77622,DOPEXAMINE,None
CHEMBL1104,EDROPHONIUM,1951
CHEMBL2360464,PEMETREXED DISODIUM,2004
CHEMBL2311030,ERGOLOID MESYLATES,1953
CHEMBL2216870,IDELALISIB,2014
CHEMBL2354773,AUROTHIOGLUCOSE,None
CHEMBL2360580,BUCLIZINE HYDROCHLORIDE,1982
CHEMBL2221312,GADOXETIC ACID,2008
CHEMBL2218877,ERYTHROMYCIN ESTOLATE,1967
CHEMBL2218878,TRIMETREXATE GLUCURONATE,1993
CHEMBL2218896,NABILONE,1985
CHEMBL2218908,COLISTIN SULFATE,1962
CHEMBL2218913,CAPREOMYCIN SULFATE,1971
CHEMBL2218916,DURAPATITE,None
CHEMBL2218917,CEVIMELINE HYDROCHLORIDE,2000
CHEMBL2355051,CLOMIPHENE,1967
CHEMBL58,MITOXANTRONE,1987
CHEMBL2364574,DOXYCYCLINE CALCIUM,1974
CHEMBL2364608,DORAVIRINE,2018
CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,2019
CHEMBL2364623,PLAZOMICIN SULFATE,2018
CHEMBL2364629,RIMEGEPANT SULFATE,2020
CHEMBL2364632,SARECYCLINE,2018
CHEMBL2364635,TAFENOQUINE SUCCINATE,2018
CHEMBL2364639,VALBENAZINE,2017
CHEMBL2364648,GUSELKUMAB,2017
CHEMBL2364649,MARGETUXIMAB,2020
CHEMBL2364655,EVOLOCUMAB,2015
CHEMBL2364738,METRIZOATE MAGNESIUM,None
CHEMBL437765,RIFAMYCIN,2018
CHEMBL2355333,ZIMELDINE HYDROCHLORIDE,None
CHEMBL2359093,ROSE BENGAL SODIUM,None
CHEMBL2364968,ERGOLOID,1953
CHEMBL25,ASPIRIN,1950
CHEMBL438,SULFAMERAZINE,1982
CHEMBL463,AMINOHIPPURIC ACID,None
CHEMBL2355456,IBUTILIDE FUMARATE,1995
CHEMBL723,CARVEDILOL,1995
CHEMBL255863,NILOTINIB,2007
CHEMBL87493,FENFLURAMINE,2020
CHEMBL2359370,MECOBALAMIN,None
CHEMBL2338329,ROXADUSTAT,2021
CHEMBL682,AMODIAQUINE,1982
CHEMBL33,LEVOFLOXACIN ANHYDROUS,1996
CHEMBL2361370,PENBUTOLOL SULFATE,1987
CHEMBL1232131,DOBESILIC ACID,None
CHEMBL2181927,FINERENONE,2021
CHEMBL2355839,ISOMETHEPTENE MUCATE,None
CHEMBL989,FLUOCINOLONE ACETONIDE,1963
CHEMBL962,EPOPROSTENOL SODIUM,1995
CHEMBL2338675,FOSDENOPTERIN,2021
CHEMBL29411,THYMOL,None
CHEMBL2356097,METOPROLOL SUCCINATE,1992
CHEMBL277100,TEMAFLOXACIN,1992
CHEMBL838,BENAZEPRIL,1991
CHEMBL54349,ALPIDEM,None
CHEMBL63857,PHENOLPHTHALEIN,None
CHEMBL2360079,ACETOPHENAZINE MALEATE,1961
CHEMBL334966,CANGRELOR,2015
CHEMBL22097,LORMETAZEPAM,None
CHEMBL2364612,LATANOPROSTENE BUNOD,2017
CHEMBL2364617,MACIMORELIN ACETATE,2017
CHEMBL2364638,UBROGEPANT,2019
CHEMBL2364653,ANIFROLUMAB,2021
CHEMBL404,TAZOBACTAM,1993
CHEMBL408,TROGLITAZONE,1997
CHEMBL13,METOPROLOL,1978
CHEMBL43,AMSACRINE,1987
CHEMBL1201502,FERUMOXIDES,1996
CHEMBL493,BROMOCRIPTINE,1978
CHEMBL1201565,EPOETIN ALFA,1989
CHEMBL21731,MAPROTILINE,1980
CHEMBL692,GLYCERIN,1982
CHEMBL580,LORAZEPAM,1977
CHEMBL70972,SERATRODAST,1995
CHEMBL1043,DAPSONE,1979
CHEMBL1094,FELBAMATE,1993
CHEMBL93,ZILEUTON,1996
CHEMBL710,FINASTERIDE,1992
CHEMBL1014,CANDESARTAN CILEXETIL,1998
CHEMBL1095097,EPLERENONE,2002
CHEMBL1200671,NAFARELIN ACETATE,1990
CHEMBL1200722,PIPECURONIUM BROMIDE,1990
CHEMBL1201057,CILASTATIN SODIUM,1985
CHEMBL1200346,GADODIAMIDE,1993
CHEMBL1201138,LEUCOVORIN CALCIUM,1952
CHEMBL1200899,TYROPANOATE SODIUM,1969
CHEMBL1200841,PROCAINE HYDROCHLORIDE,1954
CHEMBL1200392,DOXYLAMINE SUCCINATE,1948
CHEMBL1201125,IOTHALAMATE MEGLUMINE,1962
CHEMBL1200944,SULBACTAM SODIUM,1986
CHEMBL1201161,MAFENIDE ACETATE,1969
CHEMBL1200904,SELEGILINE HYDROCHLORIDE,1989
CHEMBL1200396,BUPIVACAINE HYDROCHLORIDE,1972
CHEMBL1200508,IOXAGLATE MEGLUMINE,1985
CHEMBL1200498,ALATROFLOXACIN MESYLATE,1997
CHEMBL3301669,DALBAVANCIN,2014
CHEMBL2358147,CARPHENAZINE MALEATE,1982
CHEMBL37390,PROXYPHYLLINE,None
CHEMBL244888,NIFUROXAZIDE,None
CHEMBL1256819,ANTAZOLINE HYDROCHLORIDE,None
CHEMBL1852688,INFIGRATINIB,2021
CHEMBL1200868,PHENYL AMINOSALICYLATE,1982
CHEMBL1201038,ACRISORCIN,1982
CHEMBL1200629,VECURONIUM BROMIDE,1984
CHEMBL1201168,ISOCARBOXAZID,1959
CHEMBL1200829,GLUCONOLACTONE,1990
CHEMBL1201438,ALDESLEUKIN,1992
CHEMBL1201452,ALBUMIN, IODINATED I 125 SERUM,1976
CHEMBL1201460,DALTEPARIN SODIUM,1994
CHEMBL1201504,FIBRINOGEN I 125,1976
CHEMBL1201520,UROFOLLITROPIN,1986
CHEMBL1201538,INSULIN LISPRO,1996
CHEMBL1201556,BECAPLERMIN,1997
CHEMBL1201570,ANAKINRA,2001
CHEMBL1200775,LEUPROLIDE ACETATE,1985
CHEMBL1201172,IODAMIDE MEGLUMINE,None
CHEMBL1200794,OXYMORPHONE HYDROCHLORIDE,1959
CHEMBL1201591,CORTICORELIN OVINE TRIFLUTATE,1996
CHEMBL1201620,SOMATREM,1985
CHEMBL1201646,INULIN,None
CHEMBL1201657,HEPARIN SODIUM,1939
CHEMBL1200861,TARTARIC ACID,1985
CHEMBL1201550,DENILEUKIN DIFTITOX,1999
CHEMBL1200903,SECOBARBITAL SODIUM,1950
CHEMBL547,ISOTRETINOIN,1982
CHEMBL1200572,MAGNESIUM OXIDE,1982
CHEMBL1229908,ETHAMIVAN,None
CHEMBL1201213,ISOETHARINE,1979
CHEMBL1201096,KRYPTON KR 81M,None
CHEMBL1201522,TECHNETIUM TC 99M ALBUMIN AGGREGATED,None
CHEMBL568,OXAZEPAM,1965
CHEMBL615,PENICILLIN V,1958
CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,1990
CHEMBL1200729,CHLORAMPHENICOL SODIUM SUCCINATE,1959
CHEMBL1201446,BENTOQUATAM,1996
CHEMBL1521,ZALEPLON,1999
CHEMBL1201457,CELLULOSE SODIUM PHOSPHATE,1982
CHEMBL1200763,IODOHIPPURATE SODIUM I 131,None
CHEMBL1696,DESIPRAMINE HYDROCHLORIDE,1964
CHEMBL1200679,ZINC CHLORIDE,1986
CHEMBL1200531,ALFENTANIL HYDROCHLORIDE,1986
CHEMBL1581,PERINDOPRIL,1993
CHEMBL136478,SODIUM NITROPRUSSIDE,1981
CHEMBL1201719,PETROLATUM, WHITE,2006
CHEMBL231779,APIXABAN,2011
CHEMBL1460,DIDANOSINE,1991
CHEMBL1200610,LORACARBEF,1991
CHEMBL477,ADENOSINE,1989
CHEMBL1908361,LEVOLEUCOVORIN CALCIUM,2008
CHEMBL2108995,CARBOMER 910,None
CHEMBL2109001,CARBOXYMETHYLCELLULOSE SODIUM,None
CHEMBL2107951,MALTODEXTRIN,None
CHEMBL2110372,RANITIDINE HYDROCHLORIDE,1983
CHEMBL2109134,MOLGRAMOSTIM,None
CHEMBL1234886,OXYGEN,2006
CHEMBL94,PHYSOSTIGMINE,None
CHEMBL1434,MINOCYCLINE,1971
CHEMBL6466,COUMARIN,None
CHEMBL43128,PRIMAQUINE PHOSPHATE,1952
CHEMBL597,PHENTOLAMINE,1952
CHEMBL1200333,TECHNETIUM TC 99M PYROPHOSPHATE,None
CHEMBL1083385,CLOPIDOGREL BISULFATE,1997
CHEMBL1201561,PEGINTERFERON ALFA-2B,2000
CHEMBL1200623,ETHYLESTRENOL,1964
CHEMBL1200706,ALUMINUM HYDROXIDE,1983
CHEMBL406393,DEOXYCHOLIC ACID,2015
CHEMBL1201766,FOSPROPOFOL,2008
CHEMBL453514,SPIRAMYCIN,None
CHEMBL1201032,RIZATRIPTAN BENZOATE,1998
CHEMBL1201668,NESIRITIDE,2001
CHEMBL1201726,UNDECOYLIUM CHLORIDE IODINE COMPLEX,None
CHEMBL608,PROBUCOL,1977
CHEMBL268164,CYCLOBARBITAL,None
CHEMBL1447476,BITHIONOLATE SODIUM,None
CHEMBL1201493,SIMETHICONE-CELLULOSE,1998
CHEMBL30008,FLUNARIZINE,None
CHEMBL1364,PYRIDOXINE,1985
CHEMBL1201156,NORTRIPTYLINE HYDROCHLORIDE,1964
CHEMBL3218576,COPANLISIB,2017
CHEMBL36506,NOVOBIOCIN,1964
CHEMBL1650,CORTISONE ACETATE,1950
CHEMBL19215,METERGOLINE,None
CHEMBL46516,FLUSPIRILENE,None
CHEMBL56337,EPALRESTAT,1992
CHEMBL121663,DEQUALINIUM CHLORIDE,None
CHEMBL146095,GLAFENINE,None
CHEMBL162036,BENORILATE,None
CHEMBL191083,METHYLENE BLUE CATION,2011
CHEMBL188952,PIRPROFEN,1987
CHEMBL229128,MEPHENESIN,None
CHEMBL243712,AMISULPRIDE,1986
CHEMBL772,RESERPINE,1960
CHEMBL277522,FENBUFEN,None
CHEMBL290960,NIFURTIMOX,2020
CHEMBL1191,SULFAMETHIZOLE,1953
CHEMBL1101,BIPERIDEN,1959
CHEMBL365795,TIAPROFENIC ACID,None
CHEMBL372795,STREPTOMYCIN,1946
CHEMBL1371,CHLORZOXAZONE,1958
CHEMBL383634,GLIQUIDONE,None
CHEMBL416898,CHLOROPHENOTHANE,None
CHEMBL1200418,DOBUTAMINE HYDROCHLORIDE,1978
CHEMBL1201348,MENADIOL DIPHOSPHORIC ACID,None
CHEMBL1201273,PROTOKYLOL,1982
CHEMBL8085,LYSINE,None
CHEMBL374478,RIFAMPIN,1971
CHEMBL3137321,BENZHYDROCODONE,2018
CHEMBL1201627,INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,1985
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,1970
CHEMBL1201323,BETAZOLE,1982
CHEMBL1200961,BROMPHENIRAMINE MALEATE,1957
CHEMBL1200639,TECHNETIUM TC 99M GLUCEPTATE,1978
CHEMBL256087,MENTHOL,2008
CHEMBL424,SALICYLIC ACID,None
CHEMBL190461,CANNABIDIOL,2018
CHEMBL515606,CILAZAPRIL,None
CHEMBL1222250,DEXTROSE,None
CHEMBL55643,COPPER,None
CHEMBL94454,MIZOLASTINE,1998
CHEMBL1200459,POTASSIUM PHOSPHATE, DIBASIC,None
CHEMBL570,TRIFLUPROMAZINE,1957
CHEMBL1201260,BETHANIDINE,1982
CHEMBL1411731,TALAMPICILLIN HYDROCHLORIDE,None
CHEMBL1186579,METHYLNALTREXONE,2008
CHEMBL305660,EBASTINE,1990
CHEMBL1491306,BENZYLTHIOURACIL,None
CHEMBL1324,TOLCAPONE,1997
CHEMBL289469,GRANISETRON,1993
CHEMBL1201134,LUBIPROSTONE,2006
CHEMBL1565476,APAZONE,None
CHEMBL1697838,GLYMIDINE,None
CHEMBL1533310,HISTAMINE DIHYDROCHLORIDE,2008
CHEMBL1451116,IODOFORM,None
CHEMBL2068725,IPODATE CALCIUM,None
CHEMBL1909072,PIPAMAZINE,None
CHEMBL1909298,PINAVERIUM BROMIDE,None
CHEMBL13280,FLUNITRAZEPAM,None
CHEMBL542,AMINOBENZOIC ACID,None
CHEMBL846,CALCITRIOL,1978
CHEMBL359744,DOXORUBICIN HYDROCHLORIDE,1974
CHEMBL1946170,REGORAFENIB,2012
CHEMBL2103737,HYDROXOCOBALAMIN,2007
CHEMBL2108148,THROMBOPLASTIN,None
CHEMBL2108880,SERRAPEPTASE,None
CHEMBL2108939,CHOLERA VACCINE,None
CHEMBL15023,TRIFLUPERIDOL,None
CHEMBL1086440,TRICLABENDAZOLE,2019
CHEMBL1800159,RELUGOLIX,2019
CHEMBL2108741,SIMETICONE,None
CHEMBL2108765,PUMACTANT,None
CHEMBL2146102,EPHEDRINE HYDROCHLORIDE,2021
CHEMBL2178422,RIMEGEPANT,2020
CHEMBL2303613,CEFODIZIME,None
CHEMBL2336071,SIPONIMOD,2019
CHEMBL2110732,DACOMITINIB ANHYDROUS,2018
CHEMBL3301603,GILTERITINIB FUMARATE,2018
CHEMBL3545110,RIBOCICLIB,2017
CHEMBL3545253,FLORTAUCIPIR F 18,2020
CHEMBL18,ETHOXZOLAMIDE,1982
CHEMBL953,ENTACAPONE,1999
CHEMBL3181957,ALMITRINE MESYLATE,None
CHEMBL3707306,STRONTIUM RANELATE,2004
CHEMBL3707326,BUROSUMAB,2018
CHEMBL4,OFLOXACIN,1990
CHEMBL220492,TOPIRAMATE,1996
CHEMBL218490,DORZOLAMIDE,1994
CHEMBL42,CLOZAPINE,1989
CHEMBL1200487,ETHACRYNATE SODIUM,1967
CHEMBL90555,VINCRISTINE,1963
CHEMBL1483,ALBENDAZOLE,1996
CHEMBL1276308,MIFEPRISTONE,2000
CHEMBL1231574,LEVOMEFOLIC ACID,2010
CHEMBL1537,AZLOCILLIN,1982
CHEMBL1201179,LAPATINIB DITOSYLATE,2007
CHEMBL1237102,LEVOCABASTINE HYDROCHLORIDE,1993
CHEMBL1200686,PIMECROLIMUS,2001
CHEMBL2062257,BRIMONIDINE TARTRATE,1996
CHEMBL1200865,LOTEPREDNOL ETABONATE,1998
CHEMBL1756,ESTRAMUSTINE PHOSPHATE,1981
CHEMBL1223,PENICILLIN G POTASSIUM,1947
CHEMBL139835,CYPROTERONE ACETATE,None
CHEMBL256997,ATALUREN,2014
CHEMBL657,DIPHENHYDRAMINE,1946
CHEMBL1018,DIENESTROL,1947
CHEMBL1546,HYDROXYAMPHETAMINE,1969
CHEMBL465026,NEFOPAM,None
CHEMBL1681,IODOHIPPURATE,1984
CHEMBL1200819,ARTICAINE HYDROCHLORIDE,2000
CHEMBL1201480,POLYTETRAFLUOROETHYLENE,2000
CHEMBL985,UREA,1996
CHEMBL13828,OXATOMIDE,None
CHEMBL396778,SAFINAMIDE,2015
CHEMBL426559,LAROPIPRANT,None
CHEMBL506110,SULTAMICILLIN,None
CHEMBL112570,CHOLESTEROL,None
CHEMBL2108676,ELOSULFASE ALFA,2014
CHEMBL1200353,MEGLUMINE METRIZOATE,None
CHEMBL557555,CIPROFIBRATE,1985
CHEMBL1200814,ACETAZOLAMIDE SODIUM,1990
CHEMBL1257051,TEDIZOLID,None
CHEMBL1165342,VINCAMINE,None
CHEMBL1905872,DOCUSATE SODIUM,None
CHEMBL1909285,NITREFAZOLE,None
CHEMBL1190,DECAMETHONIUM,1982
CHEMBL386630,TESTOSTERONE,1972
CHEMBL1201822,GALSULFASE,2005
CHEMBL1200388,CLOXACILLIN SODIUM,1974
CHEMBL1200737,COLFOSCERIL PALMITATE,1990
CHEMBL1201563,INTERFERON BETA-1B,1993
CHEMBL2096642,INAMRINONE LACTATE,1984
CHEMBL3707247,OZANIMOD,2020
CHEMBL3707357,BROLUCIZUMAB,2019
CHEMBL76370,TEGASEROD,2002
CHEMBL822,TERBINAFINE,1992
CHEMBL79,LIDOCAINE,1948
CHEMBL528,CEFTIZOXIME,1983
CHEMBL707,DOXAZOSIN,1990
CHEMBL773,GLYCINE,None
CHEMBL39736,BUFORMIN,None
CHEMBL1117,IDARUBICIN,1990
CHEMBL1144,PRAVASTATIN,1991
CHEMBL1221,SULCONAZOLE,1985
CHEMBL1296,CEFOTIAM,1988
CHEMBL1186610,ANISOTROPINE,1962
CHEMBL1201760,BESIFLOXACIN,2009
CHEMBL1697686,CLOFOREX,None
CHEMBL1908843,GADOFOSVESET,2005
CHEMBL126,LINEZOLID,2000
CHEMBL2042122,FLUTEMETAMOL F 18,2013
CHEMBL4594214,ZICONOTIDE,2004
CHEMBL4594222,TECHNETIUM TC 99M TEBOROXIME,1990
CHEMBL4594230,LIPEGFILGRASTIM,2013
CHEMBL4594242,CALCITONIN,None
CHEMBL4594244,HYALURONATE SODIUM,None
CHEMBL4594248,CALCITONIN HUMAN,1986
CHEMBL4594252,ALUMINIUM OXIDE,None
CHEMBL4594260,TAZEMETOSTAT HYDROBROMIDE,2020
CHEMBL4594261,FLUOROESTRADIOL F-18,2020
CHEMBL4594262,AMLODIPINE BENZOATE,2019
CHEMBL4594265,GIVOSIRAN SODIUM,2019
CHEMBL4594271,BEROTRALSTAT,2020
CHEMBL4594285,PADELIPORFIN POTASSIUM,2017
CHEMBL4594300,FOSDENOPTERIN HYDROBROMIDE,2021
CHEMBL4594301,REMIMAZOLAM BESYLATE,2020
CHEMBL4594311,BETIBEGLOGENE AUTOTEMCEL,2019
CHEMBL4594350,ADAGRASIB,2022
CHEMBL4594383,PAFOLACIANINE SODIUM,2021
CHEMBL4594394,MAGNESIUM OXYBATE,2020
CHEMBL3833393,EMICIZUMAB,2017
CHEMBL4594284,PADELIPORFIN,None
CHEMBL4594293,ACALABRUTINIB MALEATE,2022
CHEMBL4594406,LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN,2022
CHEMBL4594411,XENON XE-129, HYPERPOLARIZED,2022
CHEMBL4594503,TALQUETAMAB,2023
CHEMBL4594505,TECLISTAMAB,2022
CHEMBL4594511,VUTRISIRAN,2022
CHEMBL4594584,ANTIHEMOPHILIC FACTOR, PEGYLATED (MW 20000) HUMAN SEQUENCE RECOMBINANT,2018
CHEMBL4594598,EFTRENONACOG ALFA,2016
CHEMBL4594618,BREXUCABTAGENE AUTOLEUCEL,2020
CHEMBL4802239,MOBOCERTINIB SUCCINATE,2021
CHEMBL1115,PYRIDOSTIGMINE,1955
CHEMBL1116,RALOXIFENE HYDROCHLORIDE,1997
CHEMBL99946,LEVOMILNACIPRAN,2013
CHEMBL1100,PARAMETHADIONE,1949
CHEMBL1146,CEFAMANDOLE,None
CHEMBL1439,TAZOBACTAM SODIUM,1993
CHEMBL856,PRIMIDONE,1954
CHEMBL184,ACYCLOVIR,1982
CHEMBL637,VENLAFAXINE,1993
CHEMBL223228,EFAVIRENZ,1998
CHEMBL1437,NOREPINEPHRINE,None
CHEMBL750,ZONISAMIDE,2000
CHEMBL185,FLUOROURACIL,1962
CHEMBL220491,BRINZOLAMIDE,1998
CHEMBL160,CYCLOSPORINE,1983
CHEMBL1428,NIMODIPINE,1988
CHEMBL765,GUANETHIDINE,1960
CHEMBL211471,NEOSTIGMINE METHYLSULFATE,2013
CHEMBL215645,RIVASTIGMINE TARTRATE,1998
CHEMBL1423,PIMOZIDE,1984
CHEMBL219916,DOMPERIDONE,None
CHEMBL1413,CICLOPIROX,1982
CHEMBL1093,ARTICAINE,2000
CHEMBL1328,PENTAGASTRIN,1974
CHEMBL1233,CARISOPRODOL,1959
